FILENAME,ModalName,Name_Agreement_Total,Name_Agreement_Responders,DKO,DKN,Category,Familiarity_Mean,Visual_Complexity_Mean,Objective_Agreement_Mean,Viewpoint_Mean,Manipulability_Mean,H-value
phonebooth,Phone booth,0.404761905,0.404761905,0,0,Building infrastructure,4.341463415,2.536585366,,,3.5,2.592493979
phonejack,Phone jack,0.142857143,0.2,0.07,0.12,Electronic device & accessory,3.976190476,1.928571429,,,2.032258065,4.123231429
photocopier,Photocopier,0.333333333,0.333333333,0,0,Electronic device & accessory,4.523809524,3.095238095,,,2.941176471,2.783564294
pickaxe02,Pickaxe,0.404761905,0.548387097,0,0.12,Hand labour tool & accessory,3.976190476,1.785714286,,,3.294117647,2.430268704
pickle01a,pickle,0.657894737,0.657894737,0,0,Food,4.256410256,2.205128205,4.393939394,3.96969697,1.606060606,1.138712973
picnictable,Picnic Table,0.476190476,0.476190476,0,0,Furniture,4.738095238,2.095238095,,,2.676470588,2.134104712
pictureframe04,picture frame,0.657894737,0.714285714,0.03,0,Decoration & gift accessory,4.205128205,2.41025641,4.125,3.787878788,2.090909091,1.287542082
pig,pig,0.904761905,0.904761905,0,0,Mammal,4.357142857,2.571428571,3.8125,3.71875,2.235294118,0.596573482
pigeon,Pigeon,0.785714286,0.785714286,0,0,Bird,4.5,2.976190476,4.375,3.3125,1.911764706,0.857436329
piggybank,piggy bank,0.641025641,0.757575758,0.1,0,Decoration & gift accessory,3.805555556,2.675675676,3.6875,3.75,2.5,1.261021627
pilgrimhat,hat,0.642857143,0.692307692,0,0.07,Clothing,3.571428571,2.30952381,2.78125,4.03125,2.735294118,1.78842882
pill,pill,0.717948718,0.717948718,0,0,Medical instrument & accessory,4,1.891891892,3.84375,3.65625,2.6875,1.2185833
pillar,Pillar,0.19047619,0.32,0.26,0.12,Building infrastructure,2.926829268,1.857142857,,,1.5625,2.517405811
pillbottle,pills,0.58974359,0.58974359,0,0,Medical instrument & accessory,3.897435897,2.717948718,4.333333333,4.454545455,2.575757576,1.797147732
pillow01a,pillow,0.842105263,0.842105263,0,0,Furniture,4.435897436,2.41025641,3.121212121,3.636363636,3.454545455,0.731884343
pin,pin,0.642857143,0.692307692,0,0,Decoration & gift accessory,4.404761905,1.80952381,2.4375,2.5,2.794117647,1.573953744
pineapple01a,pineapple,0.973684211,1,0,0,Food,4.512820513,3.128205128,4.75,3.65625,1.65625,0
pinecone01,pine cone,0.473684211,0.529411765,0,0.08,Natural element,3.692307692,2.948717949,4.090909091,3.696969697,1.375,2.306038576
pingpongpaddle01a,ping-pong racket,0.358974359,0.378378378,0,0,Gamestoy & entertainment,3.923076923,2,4.65625,4,3.65625,2.449680279
pingpongtable,Ping pong Table,0.785714286,0.785714286,0,0,Gamestoy & entertainment,4.571428571,2.119047619,4.28125,3.78125,3.676470588,1.125177103
pintofbeer,glass of beer,0.166666667,0.166666667,0,0,Food,4.69047619,1.738095238,,,3.205882353,3.879798674
pipe,pipe,0.428571429,0.5,0.07,0.05,Building material,3.80952381,1.731707317,,,1.875,2.498312071
pipewrench,wrench,0.357142857,0.46875,0.05,0.1,Hand labour tool & accessory,3.833333333,2.097560976,,,2.617647059,2.407253534
pirateflag,Pirate flag,0.738095238,0.738095238,0,0,War related weapon & item,4.166666667,2.095238095,4.25,3.03125,2.212121212,1.271130265
pistachio,pistachio,0.538461538,0.75,0.15,0.1,Food,3.567567568,2.105263158,4,3.757575758,1.303030303,1.098486838
pitabread,pita bread,0.684210526,0.684210526,0,0,Food,4.289473684,2.105263158,4.333333333,4.242424242,1.727272727,1.726320325
pitcher02b,pitcher,0.342105263,0.351351351,0,0.03,Kitchen & utensil,4.307692308,2.461538462,3.366666667,3.709677419,2.566666667,3.415659343
pitchfork,Pitch fork,0.476190476,0.555555556,0,0.07,Hand labour tool & accessory,4.095238095,1.880952381,,,3.088235294,1.920817032
pizza,pizza,0.897435897,0.897435897,0,0,Food,4.358974359,2.512820513,4.035714286,4.392857143,2.666666667,0.63091746
plant01,plant,0.820512821,0.842105263,0,0.03,Natural element,4.153846154,2.846153846,3.424242424,4.4375,2.090909091,0.912272579
plantpot,pot,0.261904762,0.261904762,0,0,Household article & cleaner,4.19047619,1.642857143,,,1.970588235,3.048094189
plasticbasket01a,basket,0.615384615,0.666666667,0,0.08,Household article & cleaner,3.948717949,2.179487179,2.939393939,3.151515152,2.151515152,2.002172223
plasticflower01a,flower,0.512820513,0.512820513,0,0,Natural element,4.076923077,2.564102564,3.454545455,2.818181818,2.78125,2.186814171
plasticgallon,bottle,0.282051282,0.297297297,0,0.05,Household article & cleaner,3.5,1.972972973,2.484848485,3.242424242,1.484848485,3.741388222
plastictube,tube,0.157894737,0.25,0.26,0.11,Building material,2.84375,2.060606061,3.064516129,3.129032258,1.548387097,3.04248125
plate01b,plate,0.918918919,0.918918919,0,0,Kitchen & utensil,4.641025641,1.717948718,4.242424242,3.848484848,2.363636364,0.480433457
platypus,platypus,0.595238095,0.806451613,0.07,0.07,Mammal,3.69047619,3.048780488,3.40625,3.5,1.294117647,0.991251399
playground,Playground,0.238095238,0.263157895,0,0.07,Gamestoy & entertainment,4.261904762,3.023809524,,,2.323529412,3.363041911
playingcard,playing card,0.58974359,0.58974359,0,0,Gamestoy & entertainment,4.435897436,2,4.212121212,4.3125,3.272727273,1.25091776
pliers02b,pliers,0.58974359,0.851851852,0,0.26,Hand labour tool & accessory,3.769230769,2.743589744,4.151515152,3.757575758,2.727272727,0.901482873
plum01,plum,0.815789474,0.861111111,0,0.05,Food,4.315789474,2.435897436,4.34375,4.242424242,1.454545455,0.848255956
plunger02,plunger,0.666666667,0.838709677,0.05,0.13,Skincare & bathroom item,3.948717949,1.948717949,4.71875,4.03125,3.125,1.011892031
podium,podium,0.285714286,0.342857143,0.02,0.12,Outdoor activity & sport item,3.853658537,1.675,,,2.470588235,3.088542389
pokerchips,Poker chips,0.785714286,0.825,0,0.02,Gamestoy & entertainment,4.214285714,2.047619048,4.0625,3.78125,3.029411765,0.870061935
pokerset,Poker set,0.404761905,0.447368421,0,0.1,Gamestoy & entertainment,4.119047619,2.904761905,,,2.852941176,2.925776045
polarbear,Polar bear,0.904761905,0.904761905,0,0,Mammal,4.547619048,3.142857143,4.25,3.375,1.970588235,0.453716339
policetape,police tape,0.5,0.538461538,0,0.02,Decoration & gift accessory,4.333333333,1.738095238,,,2.117647059,2.612615914
poloshirt,shirt,0.30952381,0.317073171,0,0,Clothing,4.595238095,1.833333333,,,3.176470588,3.079748862
poolcue,Pool Cue,0.547619048,0.605263158,0.02,0.02,Gamestoy & entertainment,4.428571429,1.536585366,4.1875,3.34375,3.882352941,1.887574633
poolnet,net,0.285714286,0.324324324,0,0.1,Outdoor activity & sport item,4.214285714,2.428571429,,,3.147058824,2.781664573
pooltable,Pool table,0.975609756,0.975609756,0,0,Gamestoy & entertainment,4.658536585,1.975609756,4.15625,3.46875,3.764705882,0.165427034
pooltriangle,pool triangle,0.214285714,0.3,0.05,0.19,Gamestoy & entertainment,3.80952381,1.642857143,,,3.058823529,2.972253928
popcorn,popcorn,0.785714286,0.804878049,0.02,0,Food,4.666666667,2.142857143,3.5625,3.4375,2.575757576,0.919142713
porcupine,porcupine,0.880952381,0.925,0,0.05,Mammal,3.952380952,3.261904762,4.15625,3.53125,1.676470588,0.453183732
porsche,Car,0.380952381,0.380952381,0,0,Vehicle,4.357142857,2.880952381,,,3.470588235,2.638427226
portapotty,Port-a-potty,0.404761905,0.404761905,0,0,Building infrastructure,4.428571429,2.023809524,,,2.705882353,2.957989904
postalmailbox01,mail box,0.833333333,0.833333333,0,0,Building infrastructure,4.595238095,2,2.34375,3.09375,3.323529412,1.070295861
postitnote,Post it notes,0.166666667,0.21875,0.12,0.05,Stationary & school supply,4.075,1.585365854,,,2.1875,3.327319143
pot01,pot,0.263157895,0.344827586,0.05,0.16,Kitchen & utensil,3.257142857,2.694444444,2.787878788,3.696969697,2.060606061,3.160764411
pot02a,pot,0.684210526,0.684210526,0,0,Kitchen & utensil,4.512820513,2.384615385,3.303030303,3.636363636,2.363636364,1.51579401
potato02b,potato,0.948717949,1,0.03,0.03,Food,4.461538462,1.897435897,4.21875,3.96875,1.625,0
potatomasher03b,potato masher,0.358974359,0.466666667,0.03,0.21,Kitchen & utensil,3.769230769,2.153846154,4.303030303,3.212121212,2.363636364,1.86431935
pottery,pottery,0.119047619,0.151515152,0.07,0.14,Decoration & gift accessory,3.5,2.45,,,2.090909091,3.93441865
pouch01b,Pouch,0.261904762,0.289473684,0,0.07,Decoration & gift accessory,4.268292683,1.829268293,,,2.323529412,3.657972888
powercable,cable,0.230769231,0.236842105,0,0.03,Electronic device & accessory,4.184210526,2.184210526,3.303030303,3.65625,1.96969697,3.740448237
powerchair,scooter,0.095238095,0.153846154,0,0.21,Vehicle,4.243902439,2.853658537,,,3.029411765,3.902174814
powerline,Power lines,0.214285714,0.3,0,0.12,Building infrastructure,4.463414634,2.829268293,,,1.558823529,3.502258413
pressurewasher,Pressure washer,0.142857143,0.285714286,0.26,0.19,Hand labour tool & accessory,3,3.333333333,,,2.344827586,3.20091028
pricesign,Price Sign,0.261904762,0.275,0,0.05,Decoration & gift accessory,4.642857143,1.476190476,,,1.647058824,3.117110263
printer02,printer,0.871794872,0.871794872,0,0,Electronic device & accessory,4.394736842,3.394736842,4.121212121,4.212121212,2.121212121,0.850178203
proboscismonkey,monkey,0.380952381,0.727272727,0.21,0.26,Mammal,2.710526316,3.325,,,1.470588235,1.459431619
projectorscreen,Projector screen,0.333333333,0.4,0,0.07,Stationary & school supply,4.428571429,1.523809524,,,2.647058824,3.163204619
propanetank01,propane tank,0.394736842,0.454545455,0,0.08,Outdoor activity & sport item,3.864864865,2.694444444,4.709677419,4.64516129,1.71875,2.613697168
protractor,protractor,0.342105263,0.464285714,0,0.16,Stationary & school supply,3.615384615,2.461538462,4.307692308,4.222222222,1.714285714,2.531806465
pugdog,dog,0.476190476,0.487804878,0,0.02,Canine,4.5,2.952380952,,,2.705882353,1.91931086
puma,Cougar,0.261904762,0.275,0,0.02,Feline,3.857142857,2.952380952,,,1.794117647,3.120184089
pumpkin,Pumpkin,0.976190476,0.976190476,0,0,Food,4.714285714,2.285714286,4.0625,4.125,2.176470588,0.16232618
punchingbag,punching bag,0.785714286,0.825,0,0,Outdoor activity & sport item,4.404761905,1.880952381,4.0625,4.125,4.029411765,0.991430759
punchingball,punching bag,0.452380952,0.59375,0,0.17,Outdoor activity & sport item,4,1.682926829,,,3.735294118,1.86811257
puppettheatre,Puppet theatre,0.19047619,0.235294118,0,0.17,Gamestoy & entertainment,3.756097561,2.975609756,,,2.176470588,3.465072857
pusharoundtoy,Toy,0.238095238,0.294117647,0,0.19,Gamestoy & entertainment,3.666666667,2.738095238,,,1.735294118,3.136324711
puttyknife,scraper,0.210526316,0.4,0,0.45,Hand labour tool & accessory,3.421052632,2,,,2.882352941,2.38418372
puzzle,puzzle,0.476190476,0.476190476,0,0,Gamestoy & entertainment,4.047619048,3.666666667,,,2.294117647,3.125806723
puzzlepiece,puzzle piece,0.743589744,0.763157895,0,0.03,Gamestoy & entertainment,4.342105263,2.736842105,4.090909091,3.757575758,1.939393939,1.27736307
pylon01,pylon,0.358974359,0.451612903,0.03,0.18,Hand labour tool & accessory,3.864864865,1.810810811,4.575757576,4.575757576,2.060606061,2.516530781
qtip,q-tip,0.684210526,0.722222222,0,0.03,Skincare & bathroom item,4.512820513,1.871794872,4.3125,3.757575758,3.606060606,1.476416108
raccoon,Raccoon,0.738095238,0.96875,0.05,0.17,Mammal,3.80952381,3.214285714,3.84375,3.4375,1.617647059,0.200622324
racquetballracket,tennis racket,0.487179487,0.5,0,0.03,Outdoor activity & sport item,3.342105263,2.461538462,3.727272727,3.787878788,4.03030303,2.019380376
radiator,Radiator,0.380952381,0.444444444,0,0.1,Building infrastructure,4.380952381,2.428571429,,,1.823529412,2.488554862
radio01,radio,0.289473684,0.297297297,0,0.03,Electronic device & accessory,4.368421053,3.157894737,3.125,3.53125,2.375,3.079490249
radish01,radish,0.820512821,0.864864865,0,0.05,Food,4.051282051,2.615384615,4.03030303,3.212121212,1.333333333,0.756618568
railfence,fence,0.243902439,0.285714286,0,0.1,Building infrastructure,4.317073171,1.756097561,,,2.088235294,3.598317048
railwaycrossingsign,Railroad crossing,0.119047619,0.138888889,0,0.12,Building infrastructure,4.333333333,2.285714286,,,2.088235294,4.236323877
rainboot,rainboot,0.285714286,0.285714286,0,0,Clothing,4.642857143,1.785714286,,,3.029411765,2.544635927
rainstick,Rain stick,0.071428571,0.1875,0.33,0.24,Musical instrument,2.871794872,2.435897436,,,2.172413793,3.280639062
raisin,raisins,0.58974359,0.741935484,0.08,0.1,Food,4.052631579,2.5,3.757575758,4.21875,1.484848485,1.533489053
ram,Ram,0.268292683,0.34375,0.05,0.05,Mammal,4,3.071428571,,,1.529411765,2.248320381
ramekin01,bowl,0.473684211,0.529411765,0,0.08,Kitchen & utensil,4.128205128,1.948717949,3.15625,3.8125,2.161290323,2.526914311
raspberry01,rasberry,0.794871795,0.861111111,0.03,0.05,Food,4.657894737,2.263157895,4.636363636,4.606060606,1.636363636,0.68158929
rattle,toy,0.228571429,0.32,0.09,0.2,Gamestoy & entertainment,3.054054054,3.078947368,2.275862069,2.275862069,1.379310345,3.139470571
rawchicken,Chicken,0.333333333,0.333333333,0,0,Food,4.404761905,2.380952381,,,2.058823529,3.008224796
razor01,razor,0.684210526,0.722222222,0.03,0,Skincare & bathroom item,4.324324324,2.459459459,3.727272727,3.28125,3.65625,1.511002566
rearviewmirror,rearview mirror,0.371428571,0.419354839,0.09,0.03,Vehicle,3.666666667,2.303030303,4.060606061,3.212121212,2.636363636,2.072744785
record,record,0.452380952,0.487179487,0,0.05,Musical instrument,4.476190476,1.642857143,,,3.411764706,2.074121507
recorder01,flute,0.487179487,0.575757576,0.08,0.08,Musical instrument,3.552631579,2.605263158,3.03125,2.84375,3.53125,1.384867739
recorder04,Recorder,0.5,0.512195122,0,0,Musical instrument,4.5,2.047619048,,,3.970588235,0.999570839
recyclingbin,Recycling bin,0.785714286,0.785714286,0,0,Household article & cleaner,4.761904762,1.571428571,3.84375,3.5625,2.323529412,1.011965496
redfox,Fox,0.880952381,0.880952381,0,0,Mammal,4.238095238,3.142857143,4.3125,4.21875,1.705882353,0.755418029
redlionfish,fish,0.642857143,0.818181818,0.02,0.19,Fish,2.857142857,4.023809524,2.34375,4.03125,1.411764706,1.154031618
redonion,onion,0.571428571,0.571428571,0,0,Food,4.761904762,2.261904762,3.25,3.625,2.588235294,1.700444803
reflector,reflector,0.184210526,0.259259259,0.18,0.08,Outdoor activity & sport item,3.53125,2.129032258,3.484848485,3.121212121,1.454545455,3.230396411
relish,relish,0.526315789,0.606060606,0.11,0.03,Food,3.777777778,2.222222222,3.09375,3.09375,1.40625,1.82954423
remotecontrol04,remote control,0.621621622,0.638888889,0,0.03,Electronic device & accessory,4.384615385,3.179487179,4.35483871,3.774193548,3.580645161,1.222822979
revolver,gun,0.428571429,0.428571429,0,0,War related weapon & item,4.19047619,2.404761905,,,4.411764706,2.232268892
rhinoceros02,rhinoceros,0.476190476,0.512820513,0,0.02,Mammal,4.285714286,3.023809524,,,1.970588235,1.144448067
ribbon03a,lace,0.358974359,0.538461538,0.05,0.26,Decoration & gift accessory,3.27027027,2.405405405,2.903225806,2.78125,1.393939394,2.265710145
ribbon04,ribbon,0.692307692,0.771428571,0,0.08,Decoration & gift accessory,3.820512821,2.102564103,3.181818182,3.060606061,1.818181818,1.34694123
rice,rice,0.921052632,0.921052632,0,0,Food,4.512820513,2.41025641,4.333333333,4.272727273,1.484848485,0.523587893
ridinghelmet,hat,0.368421053,0.388888889,0,0.05,Clothing,3.710526316,1.631578947,4.375,4.09375,2.3125,2.904157462
ring01,ring,1,1,0,0,Jewel & money,4.307692308,2.205128205,3.84375,3.75,3.225806452,0
riverotter,otter,0.547619048,0.657142857,0.07,0.07,Sea mammal,3.512195122,3.097560976,4.0625,3.28125,1.588235294,1.767809718
road02,Road,0.714285714,0.714285714,0,0,Building infrastructure,4.785714286,1.69047619,3.633333333,3.28125,2.588235294,1.726564914
rock01a,rock,0.605263158,0.638888889,0.03,0.03,Natural element,4.105263158,2.289473684,3.818181818,3.757575758,2.272727273,1.376279168
rockbass,fish,0.833333333,0.897435897,0,0.07,Fish,3.833333333,2.785714286,3.625,3.5625,2.029411765,0.682199511
rockingchair,rocking chair,0.547619048,0.547619048,0,0,Furniture,4.69047619,2.404761905,4.03125,3.875,3.676470588,1.614433721
rockinghorse,Rocking horse,0.285714286,0.324324324,0.02,0.07,Gamestoy & entertainment,3.707317073,2.761904762,,,2.411764706,2.781664573
rocklobster,Lobster,0.238095238,0.333333333,0.1,0.1,Crustacean,3.285714286,3.261904762,,,1.454545455,2.303119464
rollerblade,Rollerblade,0.833333333,0.833333333,0,0,Outdoor activity & sport item,4.571428571,2.738095238,4.15625,3.59375,3.382352941,0.748634551
rollercoaster,rollercoaster,0.452380952,0.475,0.02,0.02,Building infrastructure,4.023809524,2.833333333,,,3.176470588,1.566990818
rollingpin01a,rolling pin,0.58974359,0.821428571,0,0.23,Kitchen & utensil,3.846153846,2.076923077,4.419354839,4.064516129,3.580645161,1.091571887
rooster,rooster,0.928571429,0.951219512,0,0.02,Bird,4.523809524,3.119047619,4.21875,4.09375,2.411764706,0.329974284
rope03,rope,0.794871795,0.861111111,0,0.05,Hand labour tool & accessory,3.868421053,2.605263158,3.848484848,3.606060606,2.757575758,0.848255956
rose,rose,0.785714286,0.785714286,0,0,Natural element,4.714285714,2.738095238,3.5625,3.875,2.764705882,0.946372936
rowboat,boat,0.452380952,0.5,0.05,0.02,Vehicle,4,2.214285714,,,2.970588235,1.647497537
rubberband01,rubber band,0.342105263,0.382352941,0.08,0.03,Stationary & school supply,3.972222222,1.540540541,4.363636364,4.242424242,2.757575758,1.856453362
rubberglove02b,glove,0.41025641,0.41025641,0,0,Household article & cleaner,4.157894737,1.842105263,4.272727273,3.696969697,2.545454545,2.412229198
rubikcube,Rubik cube,0.902439024,0.948717949,0,0,Gamestoy & entertainment,4.682926829,2.829268293,4.483870968,4.258064516,3.911764706,0.343100308
rug01,rug,0.289473684,0.305555556,0,0.05,Household article & cleaner,4.054054054,2.513513514,2.727272727,2.818181818,2.03030303,2.870402675
ruins,Ruins,0.317073171,0.382352941,0,0.12,Building infrastructure,3.487804878,3.12195122,,,1.352941176,3.216418978
ruler04,ruler,1,1,0,0,Stationary & school supply,4.384615385,2.051282051,4.454545455,4.333333333,3.060606061,0
safarihat,hat,0.404761905,0.404761905,0,0,Clothing,3.976190476,1.785714286,,,2.529411765,2.68896942
safe,Safe,0.785714286,0.804878049,0,0.02,Furniture,4.261904762,2.357142857,3.5,2.4375,3.382352941,1.248649421
safetyglasses,Safety glasses,0.214285714,0.214285714,0,0,Clothing,4.547619048,2.047619048,,,3.205882353,2.950827102
safetypin,safety pin,0.578947368,0.666666667,0,0.08,Household article & cleaner,4.179487179,1.948717949,4.4375,4,2.1875,1.57554492
sailboat,Sailboat,0.69047619,0.69047619,0,0,Vehicle,4.071428571,3.238095238,3.6875,3.96875,2.558823529,1.456893118
saintbernard,dog,0.619047619,0.619047619,0,0,Canine,4.357142857,2.952380952,3.03125,3.4375,2.823529412,1.645348563
saladspinner,Salad spinner,0.261904762,0.366666667,0.07,0.17,Kitchen & utensil,3.785714286,2.452380952,,,2.411764706,3.438432335
